id,a1_r12,a1_r13,a1_r14,a1_r15,a1_r16
7467,32,67,50,80,49
7468,81,7,64,3,26
7469,25,99,48,19,24
7470,31,95,20,48,25
7471,2,94,3,25,7
7472,92,26,30,80,47
7473,63,81,45,33,69
7474,19,74,4,0,81
7475,77,100,27,69,66
7476,62,81,29,45,42
7477,38,30,3,57,13
7478,9,71,67,92,12
7479,24,44,79,17,94
7480,87,30,81,70,82
7481,32,41,18,12,7
7482,97,94,85,6,13
7483,95,60,53,2,89
7484,98,58,21,75,29
7485,23,0,93,49,71
7486,43,16,9,55,92
7487,33,59,100,76,2
7488,33,7,3,56,19
7489,7,72,76,74,32
7490,5,77,58,76,26
7491,21,35,99,88,8
7492,69,53,17,90,92
7493,29,4,31,4,31
7494,99,72,99,77,98
7495,33,28,44,72,42
7496,68,4,46,6,39
7497,94,8,7,56,10
7498,50,31,50,100,30
7499,3,26,41,26,49
7500,50,30,16,44,71
7501,83,13,18,81,43
7502,14,79,32,61,91
7503,75,35,81,66,26
7504,86,69,3,13,37
7505,72,93,13,70,45
7506,54,54,86,27,9
7507,83,65,73,70,34
7508,60,34,42,3,1
7509,18,17,76,38,37
7510,48,85,86,83,92
7511,100,43,6,41,38
7512,92,53,74,7,42
7513,1,39,83,5,47
7514,59,69,18,10,2
7515,84,61,1,85,38
7516,20,39,0,25,72
7517,59,93,90,31,56
7518,98,83,4,73,36
7519,51,77,72,100,51
7520,2,45,94,92,82
7521,82,11,41,100,8
7522,66,8,27,56,16
7523,87,100,37,51,78
7524,6,99,23,23,68
7525,39,90,5,76,38
7526,22,70,14,24,85
7527,94,36,22,79,17
7528,34,72,28,34,33
7529,55,27,12,43,49
7530,79,51,28,98,6
7531,74,19,98,52,89
7532,98,34,12,97,37
7533,71,35,62,38,70
7534,55,43,85,91,39
7535,25,45,87,8,27
7536,52,16,29,3,80
7537,56,90,55,98,58
7538,82,79,4,79,74
7539,92,7,87,17,10
7540,65,65,60,101,90
7541,91,90,51,32,73
7542,45,29,42,91,88
7543,25,94,71,33,50
7544,93,7,60,2,11
7545,70,54,88,64,32
7546,25,28,67,7,96
7547,59,64,72,45,82
7548,75,73,86,66,81
7549,41,43,24,57,14
7550,57,6,37,29,55
7551,61,18,17,29,83
7552,87,23,17,7,70
7553,92,50,21,67,20
7554,24,43,47,33,54
7555,93,91,21,66,72
7556,94,30,63,54,0
7557,15,64,68,56,87
7558,78,73,15,72,68
7559,17,31,89,41,20
7560,93,4,24,77,33
7561,93,93,6,47,56
7562,54,89,71,95,80
7563,91,60,0,12,71
7564,73,95,9,1,26
7565,89,100,70,55,76
7566,4,58,39,12,84
7567,71,56,37,81,64
7568,85,45,89,88,61
7569,90,48,88,75,91
7570,13,14,24,58,21
7571,40,99,93,73,4
7572,13,1,53,6,59
7573,85,27,44,55,36
7574,38,72,17,8,32
7575,70,65,39,66,3
7576,11,71,48,80,92
7577,11,40,42,62,67
7578,60,24,2,86,70
7579,52,92,47,67,62
7580,79,22,95,38,82
7581,60,77,40,13,20
7582,6,50,46,90,16
7583,13,83,51,42,4
7584,98,12,45,67,77
7585,49,29,23,61,44
7586,72,33,48,36,31
7587,44,87,41,10,13
7588,21,94,21,4,14
7589,62,29,73,6,30
7590,74,53,67,84,83
7591,23,9,85,95,35
7592,85,55,4,52,69
7593,93,36,8,94,36
7594,37,41,74,39,8
7595,45,49,34,87,23
7596,37,85,55,11,61
7597,73,33,0,75,15
7598,50,68,79,34,74
7599,80,42,53,78,81
7600,61,61,47,55,14
7601,53,2,95,91,85
7602,14,79,24,79,91
7603,60,55,58,40,51
7604,63,36,82,60,43
7605,25,95,44,5,78
7606,87,93,76,26,27
7607,40,99,28,10,13
7608,4,89,25,41,12
7609,20,79,14,84,53
7610,73,72,84,98,80
7611,20,41,49,6,60
7612,23,19,30,32,13
7613,21,66,44,85,4
7614,87,99,101,68,71
7615,13,45,59,27,61
7616,67,80,70,27,23
7617,99,78,63,7,51
7618,38,59,30,91,62
7619,4,69,9,62,61
7620,82,9,86,23,20
7621,17,3,18,2,97
7622,16,46,3,1,80
7623,20,91,23,36,47
7624,27,14,85,53,42
7625,9,76,9,70,82
7626,80,4,53,73,94
7627,88,48,7,16,96
7628,63,82,13,23,4
7629,59,13,63,29,27
7630,51,65,89,99,101
7631,4,78,99,81,30
7632,56,97,96,45,7
7633,20,49,101,79,80
7634,18,44,34,45,70
7635,7,0,88,81,72
7636,77,74,98,91,17
7637,41,25,87,90,12
7638,14,27,98,93,43
7639,61,79,4,28,21
7640,78,73,75,21,81
7641,55,42,18,52,39
7642,20,73,69,26,98
7643,1,6,16,14,27
7644,2,85,94,50,100
7645,93,33,69,33,98
7646,39,6,95,27,35
7647,76,56,59,62,81
7648,9,7,65,54,95
7649,37,20,12,2,62
7650,12,6,51,52,90
7651,15,50,21,90,76
7652,58,100,88,48,88
7653,18,41,74,49,58
7654,75,28,46,12,96
7655,94,94,64,57,43
7656,12,88,98,13,53
7657,65,77,96,62,56
7658,58,26,62,33,78
7659,24,42,16,63,59
7660,88,33,9,11,87
7661,38,68,33,66,15
7662,54,65,31,25,83
7663,39,43,96,68,66
7664,28,55,9,54,86
7665,93,96,29,91,77
7666,16,38,16,59,28
7667,27,36,38,11,98
7668,100,1,19,84,23
7669,33,23,78,23,79
7670,55,2,32,94,38
7671,51,67,62,56,64
7672,52,25,23,100,37
7673,30,82,18,39,44
7674,69,17,81,97,49
7675,55,93,79,48,84
7676,8,2,64,52,78
7677,16,51,0,4,37
7678,28,40,6,40,14
7679,63,40,86,82,74
7680,32,71,36,76,61
7681,100,10,28,48,63
7682,84,64,58,10,9
7683,22,32,62,79,36
7684,63,15,28,89,99
7685,87,62,24,9,70
7686,92,3,29,52,67
7687,23,13,64,83,62
7688,25,78,49,91,27
7689,25,18,58,20,66
7690,8,85,59,100,72
7691,70,76,86,25,89
7692,56,65,5,61,25
7693,63,47,93,8,54
7694,67,88,83,20,46
7695,89,82,25,93,46
7696,97,79,22,2,8
7697,49,90,54,59,89
7698,91,55,40,50,20
7699,56,98,44,82,28
7700,2,14,58,24,90
7701,25,63,12,94,101
7702,72,5,49,88,42
7703,28,58,2,77,3
7704,23,55,86,50,77
7705,84,65,24,78,21
7706,44,68,16,57,39
7707,40,56,6,42,88
7708,83,52,99,51,20
7709,61,4,57,95,89
7710,73,0,82,84,52
7711,21,89,89,78,8
7712,4,63,92,61,13
7713,45,6,48,14,49
7714,10,2,2,0,44
7715,35,89,23,82,17
7716,5,29,70,88,41
7717,83,87,9,7,82
7718,82,69,43,34,81
7719,52,10,97,28,52
7720,4,32,66,4,48
7721,13,97,92,54,78
7722,51,75,35,67,14
7723,38,40,13,85,23
7724,63,42,36,68,86
7725,24,63,59,18,94
7726,95,47,89,6,74
7727,23,36,41,60,62
7728,69,88,42,55,39
7729,71,54,40,59,82
7730,11,59,16,76,7
7731,33,32,46,97,78
7732,5,59,78,96,2
7733,47,29,94,83,33
7734,11,98,34,10,30
7735,9,48,88,32,55
7736,72,25,67,93,24
7737,75,27,13,80,17
7738,50,100,17,38,86
7739,1,75,19,58,30
7740,87,29,41,79,18
7741,1,45,100,5,24
7742,63,60,51,86,78
7743,45,39,91,26,70
7744,45,8,56,60,7
7745,94,61,59,42,38
7746,1,74,15,81,11
7747,33,74,87,89,0
7748,23,53,54,96,91
7749,92,72,16,49,81
7750,68,68,92,4,38
7751,59,82,40,24,40
7752,49,95,88,68,18
7753,24,51,70,50,17
7754,36,77,76,76,18
7755,12,6,5,37,69
7756,54,70,53,31,29
7757,77,64,68,48,48
7758,52,37,31,51,92
7759,24,47,28,23,45
7760,69,33,21,25,5
7761,43,75,84,50,83
7762,88,79,58,90,63
7763,60,60,92,76,73
7764,48,59,86,31,85
7765,94,81,31,35,19
7766,70,24,5,87,44
7767,97,92,93,49,8
7768,18,23,43,42,14
7769,90,60,99,31,79
7770,65,67,83,82,48
7771,68,76,12,60,27
7772,25,36,15,14,80
7773,60,57,53,62,21
7774,64,29,70,25,20
7775,13,34,36,3,63
7776,83,95,29,95,89
7777,99,95,35,43,71
7778,51,7,81,84,16
7779,66,23,24,52,31
7780,84,22,30,81,75
7781,75,32,19,34,6
7782,41,3,46,29,77
7783,31,4,72,44,31
7784,31,44,24,45,2
7785,83,11,50,38,94
7786,89,73,80,26,84
7787,57,37,26,94,30
7788,100,15,18,83,45
7789,88,69,5,17,39
7790,22,27,6,90,22
7791,32,63,15,92,7
7792,38,99,17,65,88
7793,37,55,100,94,88
7794,19,14,35,96,53
7795,1,44,39,75,7
7796,59,48,58,11,59
7797,52,38,46,29,36
7798,92,14,48,65,15
7799,98,16,16,30,53
7800,67,81,14,74,31
7801,73,64,32,81,39
7802,9,49,37,94,75
7803,56,34,22,44,56
7804,30,30,21,56,75
7805,63,99,32,73,69
7806,35,64,47,42,77
7807,67,46,26,45,32
7808,55,4,21,37,5
7809,28,26,13,61,65
7810,36,33,2,37,12
7811,50,75,64,50,24
7812,68,42,3,44,94
7813,63,31,93,98,18
7814,80,30,74,67,18
7815,69,75,41,32,78
7816,57,17,9,13,94
7817,99,96,91,100,45
7818,81,91,78,30,52
7819,87,54,38,96,71
7820,29,8,48,99,62
7821,1,0,21,82,55
7822,45,3,85,46,22
7823,85,44,96,86,49
7824,43,68,47,84,97
7825,3,77,56,99,7
7826,56,72,46,80,22
7827,51,49,81,49,92
7828,12,9,60,77,86
7829,28,12,100,76,99
7830,57,55,68,30,80
7831,94,78,67,94,34
7832,93,60,97,23,1
7833,74,9,62,63,62
7834,80,33,25,40,76
7835,53,53,30,70,68
7836,87,84,61,51,50
7837,15,72,2,76,65
7838,92,17,11,25,64
7839,80,40,36,54,53
7840,73,21,16,10,59
7841,63,72,13,48,56
7842,91,63,81,66,30
7843,71,71,12,95,27
7844,96,0,67,17,89
7845,26,6,93,70,66
7846,75,51,17,16,28
7847,91,73,29,86,59
7848,55,35,67,73,43
7849,8,6,51,56,6
7850,20,35,35,83,7
7851,9,53,48,80,32
7852,51,74,71,87,6
7853,27,22,24,93,5
7854,84,91,39,59,37
7855,81,42,78,73,0
7856,19,93,46,5,37
7857,41,65,57,93,24
7858,73,8,14,15,22
7859,94,22,54,17,69
7860,44,50,5,52,40
7861,90,55,40,55,91
7862,27,15,1,89,53
7863,43,83,9,61,22
7864,27,67,77,79,86
7865,86,87,82,67,91
7866,57,2,5,92,37
7867,1,42,85,47,27
7868,52,57,65,67,50
7869,64,77,6,78,14
7870,5,51,54,32,26
7871,68,69,54,99,84
7872,36,60,18,23,12
7873,1,95,37,5,15
7874,86,26,17,11,80
7875,42,66,20,35,83
7876,22,61,50,91,25
7877,27,67,85,42,12
7878,31,99,57,51,50
7879,3,77,40,8,45
7880,74,76,98,4,1
7881,95,26,71,4,92
7882,98,6,68,6,43
7883,68,59,47,72,41
7884,0,10,73,54,19
7885,9,88,77,31,54
7886,38,49,23,2,45
7887,84,42,62,15,73
7888,34,48,20,83,2
7889,17,16,36,85,14
7890,25,39,93,85,18
7891,56,65,4,58,39
7892,19,57,73,13,29
7893,77,45,31,54,87
7894,4,26,31,48,19
7895,17,99,25,16,72
7896,10,88,67,49,44
7897,23,90,40,34,53
7898,83,75,43,42,60
7899,100,98,92,60,36
7900,93,80,18,22,59
7901,15,48,62,27,97
7902,31,68,4,23,54
7903,87,89,101,51,53
7904,25,74,92,55,37
7905,32,98,90,4,35
7906,97,23,38,94,30
7907,72,97,26,66,40
7908,39,77,21,10,86
7909,63,64,63,80,56
7910,83,80,64,97,84
7911,69,69,36,27,24
7912,94,11,14,39,26
7913,17,56,91,76,17
7914,64,76,17,99,20
7915,99,26,33,65,27
7916,37,22,43,49,28
7917,54,22,97,47,92
7918,21,72,92,38,69
7919,52,77,80,32,38
7920,2,89,20,66,99
7921,27,29,62,79,22
7922,23,1,92,20,3
7923,98,76,29,94,91
7924,62,20,63,44,61
7925,75,14,84,58,22
7926,26,45,29,72,31
7927,51,96,3,57,84
7928,54,10,5,35,84
7929,24,81,89,62,53
7930,4,9,2,80,89
7931,39,92,59,50,38
7932,32,27,89,37,6
7933,67,51,55,27,30
7934,26,99,55,47,24
7935,35,41,71,97,25
7936,73,99,96,82,24
7937,43,9,66,53,34
7938,91,75,11,26,72
7939,19,53,41,66,22
7940,64,21,53,62,37
7941,63,64,31,6,1
7942,42,68,69,26,31
7943,101,92,36,69,19
7944,29,55,30,13,11
7945,71,1,17,51,15
7946,45,29,94,97,4
7947,21,25,67,53,8
7948,14,47,73,58,22
7949,48,18,21,44,2
7950,100,87,33,89,8
7951,7,93,80,82,36
7952,1,11,55,77,75
7953,98,63,6,56,79
7954,37,7,71,80,92
7955,65,10,32,96,66
7956,66,74,85,81,66
7957,65,83,96,54,91
7958,76,61,9,15,94
7959,75,70,62,1,8
7960,14,70,67,95,24
7961,97,34,17,42,19
7962,44,62,95,24,74
7963,18,1,53,41,7
7964,13,13,52,1,8
7965,14,58,40,8,78
7966,47,73,31,68,47
7967,11,80,35,35,100
7968,2,26,26,20,56
7969,22,79,41,36,13
7970,96,70,19,31,4
7971,80,79,45,14,96
7972,10,57,53,4,90
7973,14,39,46,62,23
7974,20,71,1,0,9
7975,37,18,29,64,11
7976,64,47,96,100,93
7977,57,13,100,21,87
7978,72,43,77,71,43
7979,87,76,60,78,54
7980,17,51,11,39,101
7981,16,47,60,86,66
7982,23,42,92,71,33
7983,4,92,89,98,53
7984,43,16,40,82,75
7985,12,24,59,60,87
7986,27,81,15,8,101
7987,18,1,33,60,77
7988,62,46,18,66,97
7989,62,100,54,33,76
7990,80,57,25,10,28
7991,85,30,24,91,2
7992,23,78,25,19,24
7993,7,89,99,39,61
7994,4,16,45,35,70
7995,82,82,16,87,65
7996,1,87,90,56,26
7997,56,87,17,64,57
7998,28,28,85,37,78
7999,32,13,59,71,83
8000,8,31,12,55,47
8001,55,86,9,24,77
8002,17,4,12,32,63
8003,98,85,27,66,67
8004,97,70,33,15,20
8005,17,73,58,50,51
8006,94,81,85,82,29
8007,77,78,86,91,100
8008,97,64,84,25,99
8009,62,100,70,14,13
8010,58,45,87,15,15
8011,67,10,46,69,85
8012,12,8,85,19,81
8013,47,43,53,27,94
8014,87,5,35,36,3
8015,67,72,71,5,47
8016,42,2,63,28,99
8017,29,86,28,8,17
8018,53,100,14,51,66
8019,9,91,7,75,30
8020,49,96,19,65,7
8021,99,100,53,72,98
8022,31,52,95,83,83
8023,23,78,44,19,63
8024,63,4,8,35,64
8025,56,10,62,24,7
8026,93,41,40,77,34
8027,27,36,51,63,41
8028,16,12,92,19,76
8029,35,34,91,22,46
8030,70,77,48,49,97
8031,55,13,75,76,50
8032,85,32,41,95,93
8033,5,51,54,37,27
8034,2,88,17,48,80
8035,36,85,65,65,13
8036,39,6,30,73,66
8037,78,78,38,5,40
8038,9,51,88,33,85
8039,45,35,80,82,50
8040,53,62,82,63,22
8041,32,79,4,8,61
8042,73,28,6,70,96
8043,51,33,91,21,74
8044,78,73,58,60,21
8045,6,98,63,61,68
8046,18,73,40,70,24
8047,85,2,21,93,23
8048,43,65,94,52,86
8049,13,5,61,9,53
8050,94,48,49,7,93
8051,45,45,58,59,4
8052,83,79,56,15,66
8053,54,22,13,79,22
8054,82,39,58,92,37
8055,61,79,13,2,27
8056,51,88,30,87,92
8057,59,28,97,26,90
8058,74,96,63,6,42
8059,21,1,82,10,54
8060,32,30,86,61,5
8061,11,29,98,82,48
8062,40,6,92,44,26
8063,70,77,28,77,86
8064,20,59,83,1,31
8065,70,35,25,89,73
8066,58,84,68,61,39
8067,19,25,9,33,22
8068,53,80,26,87,46
8069,91,58,76,52,78
8070,2,34,9,16,27
8071,33,13,15,85,74
8072,87,15,97,68,44
8073,8,36,61,67,14
8074,33,100,10,68,56
8075,59,52,68,46,17
8076,46,81,57,41,12
8077,54,56,59,27,16
8078,95,98,93,96,57
8079,26,46,38,27,72
8080,20,45,3,68,26
8081,35,15,77,24,66
8082,13,26,28,77,33
8083,81,41,87,45,24
8084,87,33,98,1,84
8085,71,14,32,46,70
8086,96,29,37,86,32
8087,47,51,71,18,67
8088,26,41,80,2,69
8089,58,90,37,13,66
8090,6,93,93,42,78
8091,64,45,57,70,79
8092,79,51,94,91,83
8093,85,65,44,63,68
8094,52,15,30,1,22
8095,32,65,7,39,84
8096,87,52,66,89,46
8097,8,64,18,69,6
8098,92,87,60,81,20
8099,90,13,59,27,28
8100,34,46,87,96,58
8101,35,90,80,13,70
8102,5,100,25,66,29
8103,94,75,65,91,82
8104,48,57,82,51,97
8105,52,62,90,22,30
8106,43,18,70,39,15
8107,45,22,68,86,18
8108,49,11,28,36,63
8109,53,72,84,57,88
8110,9,81,97,46,97
8111,37,86,56,17,73
8112,90,85,49,29,98
8113,24,74,41,18,9
8114,45,76,87,11,68
8115,2,80,20,2,3
8116,4,91,86,62,26
8117,55,62,55,39,72
8118,87,31,99,13,28
8119,6,44,30,55,64
8120,22,26,7,13,37
8121,83,45,84,83,54
8122,60,74,53,24,91
8123,75,88,92,0,2
8124,66,32,80,34,38
8125,17,53,17,87,97
8126,61,53,76,19,10
8127,66,78,83,85,29
8128,65,94,41,90,51
8129,69,32,44,30,13
8130,93,7,11,11,84
8131,30,72,45,70,12
8132,91,23,29,49,52
8133,65,71,52,46,18
8134,27,84,21,48,42
8135,83,24,63,9,83
8136,36,18,91,23,5
8137,87,101,47,82,7
8138,79,36,62,55,67
8139,93,47,77,76,53
8140,23,73,64,48,63
8141,66,58,99,9,30
8142,58,24,61,66,54
8143,49,94,72,53,9
8144,34,46,8,61,88
8145,4,98,34,19,58
8146,5,49,78,26,21
8147,79,48,70,50,78
8148,20,55,72,22,58
8149,86,36,9,17,40
8150,79,87,33,27,78
8151,57,97,82,37,57
8152,11,99,79,8,63
8153,76,93,9,70,97
8154,22,93,38,59,65
8155,18,22,44,60,16
8156,95,61,86,92,2
8157,88,25,52,97,66
8158,77,24,25,51,95
8159,72,83,66,2,95
8160,5,11,61,39,100
8161,97,54,34,53,11
8162,76,33,94,50,30
8163,31,35,46,69,19
8164,72,79,89,0,96
8165,88,25,72,39,1
8166,29,90,1,60,90
8167,80,8,25,11,39
8168,56,6,26,80,88
8169,0,77,60,47,40
8170,22,1,9,33,71
8171,90,54,82,101,86
8172,59,65,37,14,68
8173,10,5,37,19,31
8174,29,66,61,74,68
8175,85,15,58,25,47
8176,1,14,80,4,65
8177,86,77,30,42,88
8178,98,35,32,65,17
8179,58,66,13,73,75
8180,61,3,67,88,24
8181,42,99,50,53,10
8182,68,44,57,83,65
8183,9,69,65,89,84
8184,29,93,53,16,11
8185,56,98,34,58,42
8186,29,4,24,100,29
8187,99,23,28,42,10
8188,41,67,41,28,59
8189,26,94,50,71,83
8190,39,54,31,101,47
8191,25,97,4,89,88
8192,86,2,51,48,31
8193,79,76,66,58,93
8194,86,41,83,92,43
8195,97,20,77,94,51
8196,87,68,23,5,22
8197,90,29,56,40,69
8198,53,37,11,84,42
8199,90,85,66,25,39
8200,41,9,3,24,27
8201,46,67,67,74,87
8202,18,99,82,94,54
8203,85,59,5,14,40
8204,61,48,101,80,37
8205,63,70,32,73,72
8206,91,95,8,58,90
8207,1,37,4,74,14
8208,100,14,50,25,85
8209,30,59,17,68,96
8210,1,99,55,79,65
8211,66,15,3,39,36
8212,94,68,84,63,4
8213,38,86,97,27,71
8214,82,31,3,52,92
8215,45,22,100,4,55
8216,101,59,57,19,1
8217,22,63,80,63,12
8218,31,96,89,90,43
8219,44,66,30,69,101
8220,12,26,68,13,2
8221,85,58,76,21,9
8222,38,42,56,22,0
8223,99,99,38,87,62
8224,80,23,15,46,81
8225,43,24,65,48,83
8226,31,76,76,22,67
8227,99,73,8,88,86
8228,43,91,100,80,10
8229,86,79,20,22,24
8230,91,65,82,23,88
8231,30,73,40,19,33
8232,29,50,84,15,40
8233,34,75,68,29,82
8234,8,83,78,100,58
8235,18,67,17,69,7
8236,75,97,99,34,45
8237,64,76,62,83,92
8238,12,71,93,41,68
8239,80,18,75,85,45
8240,15,9,75,4,60
8241,100,15,63,70,2
8242,88,98,25,24,64
8243,11,37,17,54,35
8244,1,54,28,40,1
8245,97,80,3,101,80
8246,18,12,71,94,51
8247,0,10,82,28,40
8248,4,1,7,98,54
8249,25,9,37,84,36
8250,54,98,64,23,4
8251,34,77,71,95,33
8252,20,28,61,36,26
8253,54,58,55,15,36
8254,14,94,68,75,60
8255,56,63,12,4,65
8256,53,72,69,25,7
8257,94,23,54,5,57
8258,1,67,83,4,49
8259,10,9,79,87,25
8260,81,80,23,5,41
8261,99,74,89,2,54
8262,39,14,30,33,81
8263,39,75,91,80,66
8264,46,85,65,72,54
8265,87,68,56,55,9
8266,62,53,80,26,35
8267,27,71,46,59,89
8268,37,75,47,67,96
8269,87,85,0,86,20
8270,1,80,6,21,56
8271,42,94,99,43,47
8272,94,48,28,71,35
8273,93,28,45,50,87
8274,1,59,11,84,18
8275,41,31,80,79,89
8276,88,98,57,66,12
8277,85,65,98,96,20
8278,51,86,96,54,68
8279,14,70,87,33,82
8280,29,75,0,98,14
8281,7,9,2,29,98
8282,8,33,13,87,61
8283,101,17,49,40,5
8284,61,6,7,64,55
8285,79,69,41,46,94
8286,86,27,7,42,90
8287,64,5,92,79,28
8288,98,74,49,79,47
8289,25,71,1,93,28
8290,16,48,85,87,75
8291,54,100,74,7,59
8292,62,84,33,46,22
8293,84,72,70,44,35
8294,21,47,98,1,28
8295,76,12,8,93,98
8296,5,6,16,71,62
8297,36,57,13,61,51
8298,56,83,53,66,69
8299,44,86,68,61,24
8300,49,20,72,10,48
8301,55,71,66,53,11
8302,53,67,18,95,58
8303,19,23,88,78,43
8304,28,66,72,83,46
8305,58,86,17,47,70
8306,56,38,39,73,97
8307,35,96,57,22,65
8308,72,43,82,42,15
8309,16,4,60,89,51
8310,63,27,6,67,5
8311,74,91,5,9,99
8312,36,97,13,30,90
8313,92,78,72,97,74
8314,65,47,30,6,41
8315,79,52,97,39,79
8316,17,61,31,91,60
8317,41,22,95,3,28
8318,89,38,96,68,14
8319,32,77,75,59,92
8320,1,81,24,60,2
8321,55,57,18,90,66
8322,86,7,18,78,5
8323,35,86,69,60,6
8324,75,42,35,62,85
8325,59,66,80,60,15
8326,27,27,68,10,87
8327,5,54,80,78,70
8328,98,96,85,46,45
8329,63,76,78,55,42
8330,42,57,29,93,4
8331,53,2,98,79,36
8332,52,9,84,1,64
8333,85,87,66,67,11
8334,38,18,62,59,52
8335,72,48,49,93,6
8336,29,14,0,55,2
8337,16,97,47,43,53
8338,0,48,41,62,4
8339,30,25,2,87,85
8340,57,2,51,76,85
8341,61,26,53,1,15
8342,81,96,83,71,51
8343,65,52,24,69,12
8344,24,84,75,23,66
8345,67,16,7,10,53
8346,19,75,67,27,49
8347,28,31,40,41,27
8348,64,99,78,15,60
8349,98,68,93,25,1
8350,22,46,32,65,5
8351,60,2,99,33,8
8352,72,85,15,93,9
8353,100,73,99,78,59
8354,52,55,75,51,47
8355,81,79,26,66,63
8356,83,72,50,90,42
8357,82,100,4,58,98
8358,43,46,34,38,78
8359,60,90,47,49,28
8360,78,39,14,72,81
8361,38,57,92,33,35
8362,72,18,37,46,25
8363,41,63,69,23,89
8364,21,69,47,64,78
8365,9,100,72,1,93
8366,22,25,11,89,1
8367,72,41,99,57,75
8368,77,60,6,22,51
8369,67,92,54,95,5
8370,33,43,30,2,93
8371,87,55,21,13,97
8372,79,9,7,41,25
8373,93,86,25,82,11
8374,93,14,7,87,0
8375,81,21,0,99,40
8376,97,91,40,23,14
8377,21,72,72,12,29
8378,89,26,85,88,75
8379,38,51,74,39,75
8380,89,58,19,73,21
8381,71,22,66,3,98
8382,92,21,27,12,71
8383,84,21,76,87,65
8384,93,45,44,20,0
8385,84,76,26,50,89
8386,64,0,82,84,74
8387,95,90,56,50,97
8388,11,19,97,80,23
8389,65,77,83,59,18
8390,75,97,31,38,25
8391,60,18,87,85,58
8392,8,57,22,9,4
8393,25,36,44,3,35
8394,101,8,34,14,81
8395,3,6,23,13,12
8396,40,96,95,1,13
8397,75,2,63,65,56
8398,21,29,2,67,9
8399,77,54,50,25,53
8400,91,101,18,46,74
8401,51,9,90,50,66
8402,37,78,24,31,72
8403,46,46,59,89,33
8404,25,58,65,43,87
8405,83,83,56,42,66
8406,91,96,51,60,63
8407,27,80,83,44,39
8408,52,75,16,79,31
8409,83,72,37,72,7
8410,67,93,82,99,62
8411,2,88,51,63,77
8412,71,66,33,98,5
8413,24,71,70,63,13
8414,52,101,11,57,68
8415,66,56,69,24,74
8416,77,79,89,3,87
8417,90,8,49,53,99
8418,74,78,41,7,0
8419,32,8,50,75,9
8420,23,94,24,59,18
8421,97,52,86,63,46
8422,33,42,1,40,95
8423,46,20,34,99,20
8424,22,79,88,4,73
8425,18,66,83,99,49
8426,30,40,8,9,50
8427,54,41,48,45,39
8428,81,90,16,58,2
8429,45,25,39,30,24
8430,0,96,76,58,55
8431,67,65,30,2,99
8432,1,3,101,99,31
8433,39,21,11,11,28
8434,48,37,19,28,96
8435,33,86,90,92,86
8436,27,31,28,84,14
8437,30,44,83,43,18
8438,99,35,60,21,87
8439,40,7,66,95,7
8440,29,24,54,4,22
8441,2,82,19,73,47
8442,78,79,90,25,70
8443,98,30,25,64,82
8444,20,93,83,72,89
8445,51,70,35,92,12
8446,69,32,99,89,65
8447,38,81,6,63,99
8448,86,9,60,62,63
8449,37,89,60,41,84
8450,85,8,79,1,77
8451,101,55,83,22,100
8452,59,93,44,33,6
8453,94,94,57,97,68
8454,53,76,2,8,1
8455,24,13,87,7,49
8456,23,56,3,94,11
8457,31,13,68,36,87
8458,16,81,49,95,62
8459,36,61,99,64,21
8460,66,5,23,42,48
8461,61,74,89,66,11
8462,51,25,75,86,35
8463,43,92,73,25,71
8464,1,101,34,2,85
8465,13,75,75,7,92
8466,94,57,66,89,33
8467,3,84,52,3,57
8468,27,39,93,12,90
8469,19,39,98,30,41
8470,95,31,15,11,20
8471,28,57,40,42,65
8472,52,94,65,48,70
8473,23,10,94,71,61
8474,54,85,23,17,48
8475,78,35,33,98,96
8476,89,13,80,24,87
8477,45,77,82,32,8
8478,26,65,63,33,38
8479,60,28,60,87,28
8480,100,88,99,93,20
8481,52,87,40,18,74
8482,51,81,60,54,5
8483,37,74,5,90,27
8484,13,77,24,13,29
8485,1,34,37,48,40
8486,18,72,35,74,2
8487,100,54,81,81,12
8488,60,76,93,42,90
8489,1,59,72,71,18
8490,85,35,100,38,86
8491,99,54,82,70,20
8492,80,73,86,77,37
8493,83,38,2,44,28
8494,9,39,12,81,36
8495,67,45,38,10,59
8496,94,42,19,53,77
8497,23,16,101,14,77
8498,96,87,37,25,37
8499,34,4,69,7,55
8500,65,70,55,54,26
8501,94,14,58,100,71
8502,19,16,5,97,28
8503,25,32,42,88,3
8504,40,20,43,88,24
8505,21,73,17,100,20
8506,48,11,41,9,98
8507,74,26,12,2,59
8508,99,88,48,6,93
8509,2,91,4,81,75
8510,79,91,81,83,75
8511,101,17,87,46,47
8512,5,38,7,20,55
8513,96,21,25,46,44
8514,58,46,59,99,42
8515,13,31,71,82,18
8516,45,11,70,24,44
8517,59,24,42,76,3
8518,59,19,44,8,70
8519,81,26,52,76,64
8520,82,69,93,61,16
8521,25,51,28,24,62
8522,40,35,88,3,67
8523,5,86,98,73,60
8524,79,27,13,26,60
8525,48,99,47,92,22
8526,49,4,22,82,9
8527,70,44,8,33,82
8528,65,47,33,87,10
8529,68,97,56,45,32
8530,34,9,56,61,51
8531,9,23,75,98,71
8532,57,8,42,86,41
8533,28,27,34,64,36
8534,54,82,46,62,67
8535,57,27,29,60,95
8536,87,46,6,27,50
8537,43,67,67,43,47
8538,26,40,77,100,48
8539,14,38,65,54,51
8540,36,5,66,50,33
